user_id,dataset,timestamp,speaker,line,direction,agree_cnt,reason,possible_comment,created_at
363,ES2010a,93.51,A,"how is it gonna be used, what's the actual goal here, it has to operate T_V_, blah blah blah.",NEGATIVE,3,Causing annoyance,The speaker is trying to explain a concept but rather than taking the time to say the words they say 'blah blah blah' which is not helping and annoying group members actually trying to follow what they are saying.,2021-04-12 11:13:18.851027+00:00
363,ES2010a,148.06,A,Even if you are not a good drawer like me.,NEGATIVE,1,Dismissing others,This speaker is dismissing the other group member's ability to draw and very nearly dissing their own ability to draw.,2021-04-12 11:14:27.470605+00:00
363,ES2010a,187.24,B,I draw like I'm in grade five.,NEGATIVE,1,Self-deprecating,This speaker is speaking badly about themselves and putting themselves down which is just a negative vibe to bring to the group.,2021-04-12 11:15:19.427303+00:00
363,ES2010a,283.03,A,"No, it looks like a cat.",POSITIVE,7,Being positive,"When the group member who drew the cat put down their drawing ability, this speaker complimented them and reassured them they could tell their drawing was a cat.",2021-04-12 11:16:23.678729+00:00
363,ES2010a,300.08,C,In my next life.,NEGATIVE,1,Being sarcastic,Obviously this project will not continue to 'their next life' and this kind of comment is just a waste of time and demeans the overall seriousness of the group.,2021-04-12 11:17:06.422549+00:00
1491,ES2010a,250.15,A,Alright.,POSITIVE,1,Being positive,THE WORD ' ALRIGHT' IS ACCEPT IT. SO I CHOOSE IT SO POSITIVE,2021-04-12 11:41:39.240088+00:00
1052,ES2010a,19.91,A,Hi everybody and welcome to our kick-off meeting um for our new product that we're gonna be designing.,POSITIVE,3,Being positive,A very clear communication  of why they are all there.,2021-04-12 13:19:38.393385+00:00
1052,ES2010a,55.12,A,We're gonna get to know each other a little bit better.,POSITIVE,5,Being respectful,"A very clear definition of what is happening, a boundary if you will",2021-04-12 13:20:20.119939+00:00
1052,ES2010a,93.51,A,"how is it gonna be used, what's the actual goal here, it has to operate T_V_, blah blah blah.",NEGATIVE,3,Being sarcastic,"The ""blah blah blah"" is very dismissive of the task at hand.",2021-04-12 13:21:04.601834+00:00
1052,ES2010a,127.7,A,"And the whiteboard thing, do you guys wanna give that a try even though the ink wasn't working or do you wanna do it on here.",POSITIVE,4,Being agreeable,"I think that asking if they want to do so/giving options is good, like consent",2021-04-12 13:22:52.927619+00:00
1052,ES2010a,148.06,A,Even if you are not a good drawer like me.,POSITIVE,4,Being agreeable,Self deprecating humor is good and can make people feel comfortable.,2021-04-12 13:23:39.932604+00:00
556,ES2010a,25.92,A,Um I'm Mandy and I'm the Project Manager.,POSITIVE,1,Being respectful,"The speaker is introducing themselves, showing that they respect the team",2021-04-12 13:46:26.642368+00:00
556,ES2010a,29.12,A,"And I know all your names again, Courtney, Fenella and Amber.",POSITIVE,6,Being respectful,"The speaker leading the meeting addresses each member by name, showing she respects them enough to remember them",2021-04-12 13:46:52.420430+00:00
556,ES2010a,134.9,B,I think we should forgo the whiteboard since we can't actually see what we're writing.,NEGATIVE,1,Being passive-aggressive,The speaker seems kind of bitter about the lack of whiteboard for the presentation.,2021-04-12 13:47:23.117018+00:00
556,ES2010a,139.79,A,"Alright, let's go forward then.",POSITIVE,1,Being agreeable,The speaker is agreeing with the team and letting the meeting proceed smoothly.,2021-04-12 13:47:45.064909+00:00
556,ES2010a,152.12,C,Fine.,NEGATIVE,1,Being passive-aggressive,"I always perceive the use of this word being passive aggressive, which is bad for teamwork.",2021-04-12 13:48:09.889536+00:00
112,ES2010a,164.98,A,Bless you.,POSITIVE,2,Being positive,The comment was encouraging to the person to help the other feel blessed,2021-04-12 13:50:04.195030+00:00
112,ES2010a,526.21,A,That's true.,POSITIVE,2,Being agreeable,They are empathizing with the others comment and encouraging more feedback.,2021-04-12 13:52:10.860470+00:00
112,ES2010a,55.12,A,We're gonna get to know each other a little bit better.,POSITIVE,5,Being positive,They are encouraging conversation by saying they were going to get to know each other.,2021-04-12 13:56:56.228680+00:00
112,ES2010a,122.23,A,Alright.,POSITIVE,1,Being agreeable,They agree with the speaker that they will do what they say so it promotes further conversation.,2021-04-12 14:01:40.934937+00:00
112,ES2010a,152.12,C,Fine.,POSITIVE,1,Being agreeable,They are agreeable to continue with the speaking and keep working together.,2021-04-12 14:02:33.609567+00:00
9,ES2010a,29.12,A,"And I know all your names again, Courtney, Fenella and Amber.",POSITIVE,6,Being respectful,Was able to name all of the group members without needing any help.,2021-04-12 14:18:49.092196+00:00
9,ES2010a,45.84,C,arrow.,POSITIVE,1,Being respectful,Being respectful in clarifying for other group member where to press.,2021-04-12 14:19:08.337778+00:00
9,ES2010a,148.06,A,Even if you are not a good drawer like me.,POSITIVE,4,Being positive,Making a joke about not being great at drawing. Makes other group members feel more at ease.,2021-04-12 14:19:55.161503+00:00
9,ES2010a,164.98,A,Bless you.,POSITIVE,2,Being respectful,Saying bless you to another group member after they sneezed.,2021-04-12 14:20:11.284185+00:00
9,ES2010a,249.41,D,I'll go.,POSITIVE,3,Being positive,Telling others that they are willing to go first in the meeting with the drawing exercise.,2021-04-12 14:20:36.077891+00:00
190,ES2010a,29.12,A,"And I know all your names again, Courtney, Fenella and Amber.",POSITIVE,6,Being respectful,"The speaker kicks off the meeting by stating out the names of their audience, a situation that makes the members of the audience feel respected and valued.",2021-04-12 16:19:44.222629+00:00
190,ES2010a,44.6,C,Just do it on the,POSITIVE,1,Being positive,The speaker here was being helpful by volunteering information on what the previous speaker needed to do,2021-04-12 16:20:54.456424+00:00
190,ES2010a,31.73,D,Yep.,POSITIVE,1,Being agreeable,The speaker in this turn seemed to be  agreeing with the previous speaker,2021-04-12 16:22:36.439794+00:00
190,ES2010a,35.42,B,Yep.,POSITIVE,1,Being agreeable,The speaker here also seemed to be agreeing with the two previous speakers,2021-04-12 16:23:16.390815+00:00
190,ES2010a,55.12,A,We're gonna get to know each other a little bit better.,POSITIVE,5,Being positive,The speaker is trying to lighten up the mood by inviting the audience to get to know each other better,2021-04-12 16:24:14.701000+00:00
1524,ES2010a,29.12,A,"And I know all your names again, Courtney, Fenella and Amber.",POSITIVE,6,Being respectful,You remembered their names this shows that you care about your team and make them feel important.,2021-04-12 18:09:15.234952+00:00
1524,ES2010a,138.42,D,"Yeah, we could on here.",POSITIVE,1,Being agreeable,Agreeing to the prior suggestion made to forego the white board.,2021-04-12 18:13:29.921547+00:00
1524,ES2010a,127.7,A,"And the whiteboard thing, do you guys wanna give that a try even though the ink wasn't working or do you wanna do it on here.",POSITIVE,4,Being respectful,You asked an open ended question as to not cause disagreement and to promote team work,2021-04-12 18:14:23.859128+00:00
1524,ES2010a,134.9,B,I think we should forgo the whiteboard since we can't actually see what we're writing.,POSITIVE,1,Being agreeable,You suggested a positive way to move forward to solving the project without being too strong-minded,2021-04-12 18:15:39.249557+00:00
1524,ES2010a,148.06,A,Even if you are not a good drawer like me.,POSITIVE,4,Being positive,You cracked a joke in order to break the tension of the room.,2021-04-12 18:16:13.003839+00:00
1524,ES2010a,187.24,B,I draw like I'm in grade five.,POSITIVE,1,Being positive,Jokes reflect self-recognition and reduce the overall tension of the group promoting people to feel less insecure and more positive about putting forth solutions.,2021-04-12 18:17:36.231648+00:00
1524,ES2010a,351.72,D,"No, that's good.",POSITIVE,9,Being respectful,Comforting the person about their drawing of a giraffe to make them feel secure in their environment,2021-04-12 18:20:42.171789+00:00
1524,ES2010a,475.51,D,"And what we need an insanely good instruction booklet, because you always have to reconfigure all your contraptions to go with the remote anyways.",POSITIVE,2,Being agreeable,Making a suggestion to the team that would be obvious and not entirely disagreeable.,2021-04-12 18:23:52.315157+00:00
1524,ES2010a,559.07,A,"But it's okay, we don't have to decide about it now, just as long as we remember battery type and size is important.",POSITIVE,6,Being agreeable,Putting the topic later on so that people can think about it and come to an agreement on it later on.,2021-04-12 18:25:17.986099+00:00
1524,ES2010a,633.45,A,"Okay, so does anybody have anything they wanna say before we close the meeting?",POSITIVE,8,Being respectful,Asking for if people have any feedback or suggestion before the meeting ends to make sure everyone got in what they wanted to say.,2021-04-12 18:26:03.509189+00:00
1527,ES2010a,57.24,A,"Um tool training, we're going to, I guess, figure out what to do on this project with our individual roles.",NEGATIVE,1,Causing frusturation,"A is the leader of the discussion but is acting as if they have no idea what they are doing, this fosters a feeling of confusion.",2021-04-12 20:03:30.486294+00:00
1527,ES2010a,282.07,D,No I I see it.,POSITIVE,6,Being positive,Speaker B seemed to feel nervous about their drawing and speaker D was the first to reinforce that it was good.,2021-04-12 20:04:49.104470+00:00
1527,ES2010a,429.45,A,Anybody have anything to offer?,NEGATIVE,1,Being passive-aggressive,"this is asked one second after asking someone directly to speak, feels passive-aggressive",2021-04-12 20:08:44.262554+00:00
1527,ES2010a,470.07,A,Something from Sam's club.,NEGATIVE,2,Dismissing others,"speaker A makes a comment implying the electronic products purchased at Sam's Club will not be from a large company, effectively calling anyone who shops there cheap.  Does Speaker A know if there are Sam's clubs shoppers in this group?",2021-04-12 20:10:32.310854+00:00
1527,ES2010a,559.07,A,"But it's okay, we don't have to decide about it now, just as long as we remember battery type and size is important.",POSITIVE,6,Being positive,Speaker A reinforces its a discussion and open to continue working on it later rather than needing the answer now.,2021-04-12 20:12:02.260504+00:00
1529,ES2010a,55.12,A,We're gonna get to know each other a little bit better.,POSITIVE,5,Being respectful,Getting to know each other through introductions shows respect for each member's identity.,2021-04-12 20:43:42.042603+00:00
1529,ES2010a,73.04,A,"We're gonna make a new remote control that's um original, trendy and also user-friendly.",POSITIVE,1,Being agreeable,Describing the product development in a positive way with clear objectives is good project planning.,2021-04-12 20:46:04.117918+00:00
1540,ES2010a,19.91,A,Hi everybody and welcome to our kick-off meeting um for our new product that we're gonna be designing.,POSITIVE,3,Being positive,Everyone was addressed (as a whole) and welcomed to the meeting.,2021-04-13 00:34:03.768054+00:00
1540,ES2010a,29.12,A,"And I know all your names again, Courtney, Fenella and Amber.",POSITIVE,6,Being personal,Naming individuals by name lets them know that they are valued and important.,2021-04-13 00:35:05.177207+00:00
1540,ES2010a,55.12,A,We're gonna get to know each other a little bit better.,POSITIVE,5,Being respectful,"By getting to know others better, you are showing that they have value.",2021-04-13 00:37:10.934974+00:00
1540,ES2010a,57.24,A,"Um tool training, we're going to, I guess, figure out what to do on this project with our individual roles.",POSITIVE,1,Being positive,"Everyone appears to be working together, helping each other, even though they will have separate roles.",2021-04-13 00:38:43.459211+00:00
1540,ES2010a,93.51,A,"how is it gonna be used, what's the actual goal here, it has to operate T_V_, blah blah blah.",NEGATIVE,3,Being sarcastic,"The blah, blah part of the transcription makes it appear that the speaker is not serious and does not value the meeting.",2021-04-13 00:40:09.488842+00:00
1540,ES2010a,42.08,A,I wonder what button I press?,NEGATIVE,1,Causing embarrassment,The speaker should already know how to operate the tools at their disposal.  Not knowing how to operate it would make the others in the meeting feel embarrassed for them or make them wonder if they are being treated seriously.,2021-04-13 00:42:10.878829+00:00
1540,ES2010a,36.55,A,"Okay, so first let's go through this PowerPoint.",POSITIVE,1,Being positive,"Using the term ""let's"" enables others to feel included rather than feeling more of an ""us vs them"" mentality.",2021-04-13 00:43:31.405485+00:00
1540,ES2010a,127.7,A,"And the whiteboard thing, do you guys wanna give that a try even though the ink wasn't working or do you wanna do it on here.",POSITIVE,4,Being respectful,The other members were asked if they wanted to use a particular item.  They were given a choice.  People appreciate being given options.,2021-04-13 00:45:16.697507+00:00
1540,ES2010a,351.72,D,"No, that's good.",POSITIVE,9,Being positive,"This person was encouraged on their drawing, which automatically makes one feel included and valued.",2021-04-13 00:51:13.732660+00:00
1546,ES2010a,283.03,A,"No, it looks like a cat.",POSITIVE,7,Being positive,"The other participant thought that their drawing wasn't good, but this person affirmed them that it wasn't that bad.",2021-04-13 12:26:58.717090+00:00
1546,ES2010a,283.76,D,"Yeah, it does look like a cat.",POSITIVE,4,Being agreeable,This person agrees with the previous person's assessment that the cat drawing is better than the drawer thinks it is.,2021-04-13 12:27:25.179744+00:00
1546,ES2010a,351.72,D,"No, that's good.",POSITIVE,9,Being positive,This person says that the giraffe drawing is better than the drawer claims it is.,2021-04-13 12:28:34.368005+00:00
1546,ES2010a,300.0,A,"If you're around one I had a roommate who was um allergic, but if she was around my cat forever she became used to it, you know, it's weird.",POSITIVE,2,Being positive,"This person suggests that you might be able to get used to cat allergies, among a bunch of negative comments about cat allergies in response to the person's claim that they like cats.",2021-04-13 12:30:12.202646+00:00
1546,ES2010a,294.06,A,"I love cats, too.",POSITIVE,7,Being agreeable,"This person agrees with the other person's assertion that they like cats, in a very positive manner.",2021-04-13 12:30:39.838950+00:00
767,ES2010a,274.73,A,Who wants to go next?,POSITIVE,2,Being respectful,"asking who wants to speak is respectful, they want to be sure the other speaker is completely ready to speak before giving their thoughts.",2021-04-13 12:31:08.025922+00:00
767,ES2010a,246.36,A,And who would like to start us off?,POSITIVE,5,Being respectful,"asking who wants to speak is respectful, they want to be sure the other speaker is completely ready to speak before giving their thoughts.",2021-04-13 12:31:20.828211+00:00
767,ES2010a,279.7,B,"It's pretty much impossible to tell that's a cat, but I love cats.",NEGATIVE,1,Causing annoyance,"there is no need to comment on your own drawing ability, just draw the picture, no need for negativity",2021-04-13 12:31:56.927144+00:00
767,ES2010a,282.07,D,No I I see it.,POSITIVE,6,Being agreeable,complimenting the speaker's drawing will give them a little confidence boost.,2021-04-13 12:32:31.178114+00:00
767,ES2010a,282.58,C,"No, I kne I knew.",POSITIVE,2,Being positive,complimenting the speaker's drawing will give them a little confidence boost.,2021-04-13 12:32:40.903291+00:00
767,ES2010a,283.03,A,"No, it looks like a cat.",POSITIVE,7,Being positive,complimenting the speaker's drawing will give them a little confidence boost.,2021-04-13 12:32:51.343979+00:00
767,ES2010a,283.76,D,"Yeah, it does look like a cat.",POSITIVE,4,Being positive,complimenting the speaker's drawing will give them a little confidence boost.,2021-04-13 12:33:00.361682+00:00
1171,ES2010a,254.21,D,"I like fish, because uh, you know, their whole water-vascular system thing.",POSITIVE,2,Being agreeable,This line has agreement with another team members statement.,2021-04-13 13:47:27.047960+00:00
1171,ES2010a,274.73,A,Who wants to go next?,POSITIVE,2,Being respectful,This line gives respect asking who wants to go next to speak.,2021-04-13 13:47:52.117587+00:00
1171,ES2010a,294.06,A,"I love cats, too.",POSITIVE,7,Being agreeable,This line has agreement similar to the other team members statement about cats.,2021-04-13 13:48:14.719673+00:00
1171,ES2010a,318.79,D,Cool.,POSITIVE,4,Being positive,This statement reinforces the positive aspect of the teams idea overall.,2021-04-13 13:49:17.775093+00:00
1171,ES2010a,326.38,B,Are you trying to suggest something?,NEGATIVE,2,Being passive-aggressive,This line has some passive aggressiveness about it and the team overall.,2021-04-13 13:49:59.808353+00:00
621,ES2010a,272.02,D,Yeah.,NEGATIVE,1,Causing annoyance,"The constant/habitual use of the word ""yeah"" might cause annoyance in others and lead them to think a certain negative way about speaker.",2021-04-13 13:57:20.839997+00:00
621,ES2010a,276.653,C,<sound: laugh>,NEGATIVE,1,Causing embarrassment,"A laugh when nothing funny was said might make speaker think they said/did something wrong, thus feel embarrassed.",2021-04-13 13:58:24.629479+00:00
621,ES2010a,294.06,A,"I love cats, too.",POSITIVE,7,Being agreeable,Letting the speaker know that they're not alone in their behavior makes them comfortable and relaxed.,2021-04-13 14:00:04.337759+00:00
621,ES2010a,347.08,A,Okay.,NEGATIVE,1,Dismissing others,"As the leader of the discussion, not saying ""thank you"" to the previous speaker might make them feel dismissed and a ""nobody""",2021-04-13 14:03:54.500165+00:00
621,ES2010a,351.72,D,"No, that's good.",POSITIVE,9,Being positive,Trying to be supportive of the efforts made by speaker would make speaker feel good and also  have a better relationship among the teammates.,2021-04-13 14:05:13.997737+00:00
50,ES2010a,282.07,D,No I I see it.,POSITIVE,6,Being respectful,"B said they drew a cat but it was really hard to tell, D reinforced them by saying he was able to tell it was a cat.",2021-04-13 14:06:28.688646+00:00
50,ES2010a,559.07,A,"But it's okay, we don't have to decide about it now, just as long as we remember battery type and size is important.",POSITIVE,6,Being positive,Letting them know it's okay to not decide something now,2021-04-13 14:11:40.921071+00:00
50,ES2010a,524.01,C,Just bad ones.,NEGATIVE,3,Being sarcastic,Sounds like a sarcastic remark to a question about remotes,2021-04-13 14:12:59.199657+00:00
50,ES2010a,351.72,D,"No, that's good.",POSITIVE,9,Being respectful,"Replied positively about the giraffe drawing , when the person that made it didn't feel too good about it.",2021-04-13 14:15:26.603413+00:00
50,ES2010a,318.79,D,Cool.,POSITIVE,4,Being positive,"Likes the look of the Badger drawing, making it known they like it.",2021-04-13 14:16:20.993401+00:00
1570,ES2010a,246.36,A,And who would like to start us off?,POSITIVE,5,Being positive,It is polite and positive. Structure makes meetings better tolerated.,2021-04-13 14:23:52.895659+00:00
1570,ES2010a,249.41,D,I'll go.,POSITIVE,3,Being positive,It is always nice when someone volunteers to get the meeting underway.,2021-04-13 14:24:38.912342+00:00
1570,ES2010a,259.31,D,"It's pretty cool, and um they've got a pretty good habitat and they are pretty sometimes, sometimes vicious but that's okay.",POSITIVE,4,Being positive,The speaker gave information about the topic in a pleasant way.,2021-04-13 14:25:28.414489+00:00
1280,ES2010a,246.36,A,And who would like to start us off?,POSITIVE,5,Being respectful,"Person A asks kindly if anyone wants to volunteer to start presenting information, they do not force someone to do so in a threatening manner.",2021-04-13 14:25:40.400360+00:00
1280,ES2010a,259.31,D,"It's pretty cool, and um they've got a pretty good habitat and they are pretty sometimes, sometimes vicious but that's okay.",POSITIVE,4,Being positive,"Person D present information regarding they animal of choice, they exhibit positivity towards fish and explain why they like them.",2021-04-13 14:26:19.261866+00:00
1570,ES2010a,279.7,B,"It's pretty much impossible to tell that's a cat, but I love cats.",POSITIVE,1,Being agreeable,It is always nice when someone speaks up in a cheerful way.,2021-04-13 14:26:32.943072+00:00
1570,ES2010a,294.06,A,"I love cats, too.",POSITIVE,7,Being agreeable,I think groups flourish when they can agree on a pleasant topic.,2021-04-13 14:27:11.675390+00:00
1280,ES2010a,267.27,A,Only if they're piranhas.,POSITIVE,1,Being agreeable,"Person A makes a comment on Person D's presentation, in a manner that shows they were listening to what they were saying.",2021-04-13 14:27:33.585623+00:00
1570,ES2010a,295.37,A,I'm a cat person.,POSITIVE,1,Being positive,Another member of the party is being positive about the subject matter.,2021-04-13 14:28:36.635585+00:00
1280,ES2010a,282.07,D,No I I see it.,POSITIVE,6,Being respectful,"Person D responds to a negative claim person B makes, to respect their drawing ability and show that people can still tell its a cat.",2021-04-13 14:28:44.268672+00:00
975,ES2010a,283.03,A,"No, it looks like a cat.",POSITIVE,7,Being positive,"A is validating B, encouraging them that their drawing was understandable.",2021-04-13 14:28:55.438331+00:00
975,ES2010a,294.06,A,"I love cats, too.",POSITIVE,7,Being positive,"A is agreeing with B's opinion, validating and adding encourangment.",2021-04-13 14:29:29.689386+00:00
1280,ES2010a,283.03,A,"No, it looks like a cat.",POSITIVE,7,Being agreeable,"Like person D, person A responds to Person B by supporting them and stating their drawing looks like a cat, despite person B claiming it isn't a good drawing.",2021-04-13 14:29:43.705344+00:00
1570,ES2010a,350.27,A,Look at my sad sad giraffe.,POSITIVE,1,Being respectful,She tried but wasn't happy with her drawing.  The group is supportive.,2021-04-13 14:30:11.427602+00:00
1280,ES2010a,294.06,A,"I love cats, too.",POSITIVE,7,Being respectful,"Person A respects Person B by stating they love cats as well, after Person B mentions they love cats passionately.",2021-04-13 14:30:28.994632+00:00
975,ES2010a,318.79,D,Cool.,POSITIVE,4,Being positive,"D is responding positively to C's drawing and giving encouragement, which would probably make C feel welcome and not awkward.",2021-04-13 14:30:53.915903+00:00
1570,ES2010a,356.11,A,"I don't know even much about giraffes, but I just love the way they look.",POSITIVE,2,Being agreeable,This person is being kind and positive.  It takes the heat of the artist.,2021-04-13 14:31:09.356777+00:00
1280,ES2010a,296.34,D,I'm allergic to cats.,NEGATIVE,1,Dismissing others,"Person D by mentioning their allergies with cats changes the tone of the conversation in a more negative manner, as the others see that person D is not a cat lover like themselves.",2021-04-13 14:31:29.068350+00:00
975,ES2010a,351.72,D,"No, that's good.",POSITIVE,9,Being positive,"D is trying to make A feel good about thier drawing even when A is putting it down, which is uplifiting.",2021-04-13 14:32:02.459834+00:00
1570,ES2010a,254.21,D,"I like fish, because uh, you know, their whole water-vascular system thing.",POSITIVE,2,Being respectful,This artist had a reason for drawing the fish. It sounded interesting.,2021-04-13 14:32:11.276031+00:00
1280,ES2010a,297.78,B,"I'm allergic to cats, too.",POSITIVE,1,Being agreeable,"Person B agrees with person D regarding their cat allergies, by stating they too are allergic and sharing something they have in common.",2021-04-13 14:32:12.744042+00:00
1570,ES2010a,285.36,B,"I love cats because they're independent, uh they pretty much know what they want, they get it, they move on.",POSITIVE,1,Being agreeable,This person added their feelings about why they liked cats.,2021-04-13 14:33:15.354094+00:00
975,ES2010a,411.97,A,Um here are some topics that we might be able to discuss.,POSITIVE,2,Being positive,A is opening the floor for discussion. By suggesting topics A is making it easier for the others to jump in.,2021-04-13 14:34:00.916500+00:00
1280,ES2010a,300.0,A,"If you're around one I had a roommate who was um allergic, but if she was around my cat forever she became used to it, you know, it's weird.",POSITIVE,2,Being respectful,"Person A respects the allergies of person B and D, and gives a personal anecdote of their life and interactions with people with cat allergies.",2021-04-13 14:34:19.137036+00:00
1570,ES2010a,344.48,C,Badgers are cool in that one too.,POSITIVE,1,Being agreeable,This person added their opinion as to why badgers are cool in the story.,2021-04-13 14:34:30.063744+00:00
975,ES2010a,431.02,B,"Well, we wanna make a multifunctional remote, right?",POSITIVE,2,Being agreeable,"A asked for people to offer suggestions and B is doing as A asked, which is good to keep the group discussion going.",2021-04-13 14:35:02.680905+00:00
1280,ES2010a,306.05,D,"Yeah, yeah, if you're around them for a long period of time",POSITIVE,2,Being agreeable,"Person D agrees with Person A's claim regarding cat allergies and how people can get used to cats, by stating a bit more information about that claim.",2021-04-13 14:35:10.331828+00:00
975,ES2010a,459.3,A,That's right.,POSITIVE,8,Being agreeable,"A is agreeing with and reinforcing what D said, lending more validity to D's statement.",2021-04-13 14:35:54.550670+00:00
892,ES2010a,299.1,D,<sound: laugh>,POSITIVE,1,Being agreeable,laughing is a good way to relax others in the chat.,2021-04-13 17:20:59.974701+00:00
892,ES2010a,306.05,D,"Yeah, yeah, if you're around them for a long period of time",POSITIVE,2,Being respectful,is good to point out what you know in order to approve other's view.,2021-04-13 17:22:00.873562+00:00
892,ES2010a,350.27,A,Look at my sad sad giraffe.,NEGATIVE,1,Causing annoyance,he is craving for attention from others and this way might be annoying.,2021-04-13 17:23:56.726360+00:00
892,ES2010a,351.72,D,"No, that's good.",POSITIVE,9,Being respectful,always be supportive toward others and give them a nice feedback.,2021-04-13 17:24:53.651633+00:00
892,ES2010a,356.11,A,"I don't know even much about giraffes, but I just love the way they look.",POSITIVE,2,Being agreeable,"tell your views and be yourself about what you like, people will appreciate it",2021-04-13 17:25:57.930570+00:00
1580,ES2010a,351.72,D,"No, that's good.",POSITIVE,9,Being positive,They were complimenting the giraffe submitted by A after A felt it was bad.,2021-04-13 18:56:15.618326+00:00
1580,ES2010a,320.79,A,Good choice.,POSITIVE,2,Being positive,A is vocalizing that the choice of a badger was a good one.,2021-04-13 18:57:03.900495+00:00
654,ES2010a,246.36,A,And who would like to start us off?,POSITIVE,5,Being respectful,They're asking if anyone wants to volunteer rather than forcing people to go in a specific order which is considerate of the other people.,2021-04-13 19:26:16.957261+00:00
654,ES2010a,249.41,D,I'll go.,POSITIVE,3,Being respectful,They're volunteering to go first to help ease the minds of the other group members because they don't need to then volunteer themselves.,2021-04-13 19:26:54.450218+00:00
654,ES2010a,259.31,D,"It's pretty cool, and um they've got a pretty good habitat and they are pretty sometimes, sometimes vicious but that's okay.",POSITIVE,4,Being positive,They're talking about the positive aspects of the animal they drew which is nice to hear.,2021-04-13 19:27:40.742785+00:00
654,ES2010a,276.76,B,I'll go.,POSITIVE,1,Being respectful,They're volunteering to go next and making the process move smoothly for everyone.,2021-04-13 19:28:09.921989+00:00
627,ES2010a,283.03,A,"No, it looks like a cat.",POSITIVE,7,Being agreeable,"The person says their drawing is bad, but this person says that they can tell what it is.",2021-04-13 19:28:28.431844+00:00
654,ES2010a,282.07,D,No I I see it.,POSITIVE,6,Being positive,They're complimenting what someone else did and making them feel better for their work.,2021-04-13 19:28:29.584676+00:00
627,ES2010a,294.06,A,"I love cats, too.",POSITIVE,7,Being agreeable,They agree with the expressed opinion on cats as they are discussing them.,2021-04-13 19:28:52.842133+00:00
627,ES2010a,318.79,D,Cool.,POSITIVE,4,Being positive,"They are not knocking the drawing, but instead giving it a small compliment.",2021-04-13 19:29:25.723176+00:00
627,ES2010a,320.79,A,Good choice.,POSITIVE,2,Being positive,Giving a compliment and being positive toward another person and what they chose to draw.,2021-04-13 19:30:04.095221+00:00
627,ES2010a,351.72,D,"No, that's good.",POSITIVE,9,Being positive,"The person says their drawing is bad, but this person responds by saying it's good.",2021-04-13 19:30:39.422921+00:00
1582,ES2010a,246.36,A,And who would like to start us off?,POSITIVE,5,Being agreeable,It opened communication and acceptance for anyone who wanted to talk.,2021-04-13 20:33:32.538353+00:00
1582,ES2010a,326.38,B,Are you trying to suggest something?,NEGATIVE,2,Being passive-aggressive,This one statement seems to be like an accusation and would make someone uncomfortable.,2021-04-13 20:35:13.073702+00:00
1582,ES2010a,429.45,A,Anybody have anything to offer?,POSITIVE,7,Being agreeable,This is asking for feedback or words from anyone else and makes them feel included.,2021-04-13 20:36:39.472146+00:00
