user_id,dataset,timestamp,speaker,line,direction,agree_cnt,reason,possible_comment,created_at
884,ES2008c,62.55,A,Lovely to see you all again.,POSITIVE,9,Being positive,it is a good way to put the people at ease if you greet them warmly,2021-04-02 11:56:25.005727+00:00
884,ES2008c,91.66,B,Okay.,POSITIVE,2,Being positive,agreeing with the agenda shows willingness to be part of the meeting,2021-04-02 11:57:41.257155+00:00
884,ES2008c,105.01,A,Our main objectives were simplicity and fashion.,POSITIVE,1,Being positive,pointing out hew objective of the meeting keeps everyone on track,2021-04-02 11:58:28.564744+00:00
884,ES2008c,153.1,A,'kay.,POSITIVE,1,Being positive,agreeing with the other speaker keeps the meeting running smoothly,2021-04-02 11:59:42.482913+00:00
884,ES2008c,165.92,B,Um I'm very excited by this one actually guys I uh had a lot of fun doing it.,POSITIVE,9,Being positive,the speaker is showing a lot of enthusiasm for this part of the design keeping the meeting upbeat and ongoing,2021-04-02 12:00:57.964039+00:00
1014,ES2008c,62.55,A,Lovely to see you all again.,POSITIVE,9,Being positive,A very positive introduction is nice and will be appreciated by the group.,2021-04-02 12:51:24.712204+00:00
1014,ES2008c,257.71,A,Mm.,NEGATIVE,1,Dismissing others,I view this a somewhat dismissive after a long explanation to just go ahh... There should be something ore positive.,2021-04-02 12:53:17.680816+00:00
1014,ES2008c,352.49,A,Mm.,NEGATIVE,1,Causing frusturation,This is essentially the same as previously - after a long explanation - really a ZERO response.  Not good.,2021-04-02 12:54:36.781084+00:00
1014,ES2008c,375.141,A,<sound: laugh>,NEGATIVE,1,Being passive-aggressive,A perfect opportunity to inject something positive and instead a big nothing.,2021-04-02 12:55:17.968449+00:00
1014,ES2008c,464.71,A,"Uh just a real quick question um the weight of these different elements, have you no idea, okay.",NEGATIVE,1,Being passive-aggressive,This question should be phrased in a positive way instead of being passive aggressive!...,2021-04-02 12:56:15.626727+00:00
772,ES2008c,65.73,A,it's our conceptual design meeting and it's starting at approximately fourteen twenty five and so we have forty minutes for this one again and so we'll go just after three o'clock.,POSITIVE,1,Being respectful,Going over a plan for the meeting shows respect for the time of other participants and makes them feel appreciated.,2021-04-02 13:09:16.543424+00:00
772,ES2008c,96.46,A,"We decided our target group is the focus on who can afford it, because we have international appeal and we said it's for all age groups, different um functions of it.",POSITIVE,1,being inclusive,Saying we here shows you think of the group as a team and see others as important.,2021-04-02 13:10:35.935374+00:00
772,ES2008c,142.36,B,Alright.,POSITIVE,2,Being agreeable,Showing agreement with the speaker shows you respect them and have paid attention.,2021-04-02 13:11:52.490626+00:00
772,ES2008c,165.92,B,Um I'm very excited by this one actually guys I uh had a lot of fun doing it.,POSITIVE,9,being inclusive,Saying guys here is a nice casual term that shows you think of others as part of your team.,2021-04-02 13:12:45.257679+00:00
772,ES2008c,212.76,B,"The case, uh the options that I've gotten from headquarters about what we can do, um there's there's the shape of a case, we could do a flat sh a flat case, a curved case or maybe even a double double-curved case.",POSITIVE,1,Being respectful,Saying we here lets others know that you see the group as a unit and want feedback from others.,2021-04-02 13:14:15.663401+00:00
1043,ES2008c,165.92,B,Um I'm very excited by this one actually guys I uh had a lot of fun doing it.,POSITIVE,9,Being positive,This person is enthusiastic and positive about participation with the group.,2021-04-02 13:37:35.197986+00:00
1043,ES2008c,302.13,A,Hmm.,POSITIVE,1,Being respectful,I think this person is being respectful in the conversation by giving a small response confirming they are listening and interested.,2021-04-02 13:38:43.755425+00:00
1044,ES2008c,62.55,A,Lovely to see you all again.,POSITIVE,9,Being kind,Saying this is a friendly greeting to others and lets them know they're valued.,2021-04-02 13:40:06.733773+00:00
1043,ES2008c,501.28,A,"Thank you, perfect.",POSITIVE,15,Being respectful,This speaker was being respectful by using manners and thanking the other speaker when they were done.,2021-04-02 13:41:12.836351+00:00
1044,ES2008c,257.71,A,Mm.,POSITIVE,1,Being respectful,Saying this shows you're paying attention and value what the other person has to say.,2021-04-02 13:42:12.842868+00:00
1043,ES2008c,644.387,B,<sound: laugh>,NEGATIVE,4,Causing annoyance,This person is causing a n annoyance because they keep laughing for no reason during the conversations and its quite disruptive.,2021-04-02 13:42:52.571852+00:00
1044,ES2008c,302.13,A,Hmm.,NEGATIVE,1,Causing embarrassment,"The person hearing this could be confused as to why you said this, and it might make them look foolish in front of others. It's better to clarify what you mean.",2021-04-02 13:43:49.986177+00:00
1043,ES2008c,741.25,C,This is uh it's an interesting idea and I think i it looks pretty cool.,POSITIVE,3,Being positive,This speaker is being positive about the product they are all discussing by giving a compliment.,2021-04-02 13:43:50.574011+00:00
1043,ES2008c,883.49,C,well we're I assume we're gonna be making quite a small device.,NEGATIVE,1,Being sarcastic,I can not tell for sure but this speaker seems to be a bit annoyed and speaking in a sarcastic manner.,2021-04-02 13:44:56.273657+00:00
556,ES2008c,62.55,A,Lovely to see you all again.,POSITIVE,9,Being respectful,"The speaker is happy to see the team, showing that they are pleasant to work with",2021-04-02 14:23:37.914093+00:00
556,ES2008c,165.92,B,Um I'm very excited by this one actually guys I uh had a lot of fun doing it.,POSITIVE,9,Being agreeable,"The speaker is excited about what is being presented, showing that they are engaged",2021-04-02 14:25:19.583891+00:00
556,ES2008c,369.05,B,"Solar I don't think would be such a good idea, because how often are you sure that your remote control will get a certain amount of light.",POSITIVE,1,Being positive,"The speaker is making a joke, causing the team to laugh and lighten the mood",2021-04-02 14:25:51.842724+00:00
556,ES2008c,375.141,A,<sound: laugh>,POSITIVE,1,Being agreeable,"The speaker is laughing at the joke his teammate made, making them feel good about it.",2021-04-02 14:26:09.794973+00:00
556,ES2008c,436.42,D,Sounds good.,POSITIVE,7,Being respectful,"The speaker is praising the idea of his teammate, showing he is paying attention and is being cooperative.",2021-04-02 14:26:35.782805+00:00
273,ES2008c,62.55,A,Lovely to see you all again.,POSITIVE,9,Being positive,"By saying that they are glad to see everyone, this gives the group a positive feeling and may make them more eager to contribute to the group knowing that other members are happy for them to be there.",2021-04-02 15:45:04.823624+00:00
273,ES2008c,165.92,B,Um I'm very excited by this one actually guys I uh had a lot of fun doing it.,POSITIVE,9,Being positive,"Comments like ""I am very excited"" and ""I had a lot of fun"" get others excited as well and puts them in a good frame of mind to want to have fun as well. it gives them the expectation that this is an enjoyable experience that they will want to take part in as well.",2021-04-02 15:47:20.282336+00:00
273,ES2008c,461.67,B,I hope I didn't go through that too quickly.,POSITIVE,6,Being respectful,This shows that the participant is being respectful of others understanding and time. It shows that they appreciate the other participants and wants to make sure that they understand what is being presented. it gives the other attendees the confidence that they are respected for their ideas and their time.,2021-04-02 15:50:26.280315+00:00
273,ES2008c,501.28,A,"Thank you, perfect.",POSITIVE,15,Being respectful,Thanking the participant for their idea is very respectful and shows other members that their ideas and designs are welcomed and appreciated.,2021-04-02 15:52:13.114850+00:00
273,ES2008c,979.21,B,"Oh, good point.",POSITIVE,10,Being positive,Letting this person know that they have made a positive contribution makes them more likely to contribute other ideas to the meeting as well.,2021-04-02 15:54:55.852776+00:00
654,ES2008c,62.55,A,Lovely to see you all again.,POSITIVE,9,Being positive,Saying it's lovely to see everyone is complimentary and can raise spirits.,2021-04-02 19:08:00.738737+00:00
654,ES2008c,128.59,A,"I'd like to do it in this order, first do the conceptual specification of components, properties and materials",POSITIVE,1,Being constructive,Already planning the order of the presentations is good for keeping the meeting moving along.,2021-04-02 19:08:58.517006+00:00
654,ES2008c,165.92,B,Um I'm very excited by this one actually guys I uh had a lot of fun doing it.,POSITIVE,9,Being positive,Expressing their excitement is good for keeping morale high and boosting spirits and possibly getting other people excited as well.,2021-04-02 19:09:32.257097+00:00
654,ES2008c,271.05,B,And then battery I think is where things get most exciting.,POSITIVE,1,Being positive,Expressing their excitement again draws focus back and keeps people engaged in the presentation.,2021-04-02 19:10:24.790030+00:00
654,ES2008c,355.04,B,any ideas on that?,POSITIVE,1,Being respectful,Asking for input keeps engagement high and increases overall productivity.,2021-04-02 19:11:15.855588+00:00
790,ES2008c,62.55,A,Lovely to see you all again.,POSITIVE,9,Being respectful,This comment confers respect to participants and boost their egos. Such mutual respect for participants is a recipe for psychological safety.,2021-04-05 09:37:19.902142+00:00
790,ES2008c,91.66,B,Okay.,POSITIVE,2,Being agreeable,This is an affirmative comment that encourage and motivate participants. Mutual agreements builds participants to contribute their quota towards a successful meeting.,2021-04-05 09:46:31.664201+00:00
790,ES2008c,79.75,A,"our agenda, we're gonna do an opening, I'm gonna review the minutes of the last meeting, then we'll have your three presentations um and then we'll have to make a decision on the remote control concepts, and finally we'll close.",POSITIVE,2,Being positive,This comment gives the general outline of the meeting and promote easy meeting proceedings. Participants are devoid of confusion and complications because goals are clearly defined. Participants psychological safety is guaranteed as a results.,2021-04-05 09:55:10.538010+00:00
790,ES2008c,128.59,A,"I'd like to do it in this order, first do the conceptual specification of components, properties and materials",NEGATIVE,1,Dismissing others,This comment discourages active participation by all members .There is egocentric feeling which do not entertain others ideas and efforts. Participants will have a negative self image as a results.,2021-04-05 09:58:41.411786+00:00
790,ES2008c,165.92,B,Um I'm very excited by this one actually guys I uh had a lot of fun doing it.,POSITIVE,9,Being positive,This comment build a positive self image of the participants and encourage active participation.,2021-04-05 10:04:33.194420+00:00
1103,ES2008c,407.17,B,That's what I have for options.,POSITIVE,1,open-minded,"I think the B was being open-minded and letting everyone know these were his options.  To me, that leaves it open for other people to speak their ideas.",2021-04-05 11:11:36.459608+00:00
1103,ES2008c,409.55,B,"Um I'd appreciate anyone's input, but that's what I'm seeing for the future of the the look of this thing.",POSITIVE,4,open-minded,This is B saying again that he would appreciate anyone else's ideas on the matter.,2021-04-05 11:12:33.337089+00:00
1103,ES2008c,437.95,A,"Yeah, I wonder",NEGATIVE,1,Being sarcastic,"This comment from A seems a little sarcastic.  If you disagree, you should respectively say why.",2021-04-05 11:14:09.180751+00:00
1103,ES2008c,436.42,D,Sounds good.,POSITIVE,7,Being agreeable,D is being positive by saying that he thinks this will be helpful,2021-04-05 11:16:02.433211+00:00
1103,ES2008c,456.9,B,Yeah.,POSITIVE,1,Being agreeable,"B is acknowledging  someone's thoughts by saying ""Yeah.""  This doesn't mean he agrees, just that he is hearing them.",2021-04-05 11:17:56.795707+00:00
1103,ES2008c,461.67,B,I hope I didn't go through that too quickly.,POSITIVE,6,Being respectful,"When B says this, he is being respectful and opening the conversation, allowing anyone to speak up if they don't understand.",2021-04-05 11:18:44.729740+00:00
621,ES2008c,409.55,B,"Um I'd appreciate anyone's input, but that's what I'm seeing for the future of the the look of this thing.",NEGATIVE,1,Being closed-off,"The person shows that they've already made up their mind and can't possibly be convinced other wise...although open to other's feedback, it discourages others from wanting to voice their opinion and go against this person.",2021-04-05 11:43:39.311567+00:00
621,ES2008c,422.47,D,Okay.,NEGATIVE,1,Interrupting others,This person didn't let the individual before them finish their idea thus possibly annoying them or causing them to feel disrespected.,2021-04-05 11:45:24.217524+00:00
621,ES2008c,461.67,B,I hope I didn't go through that too quickly.,POSITIVE,6,Being respectful,Opening the space to the audience incase something was not clear or went over too quick is helpful in facilitating a better flow of ideas.,2021-04-05 11:47:38.896195+00:00
621,ES2008c,490.8,B,Any other questions?,POSITIVE,8,Being positive,Being positive by opening themselves up for more questions benefits others who might be confused and/or scared to voice their opinion.,2021-04-05 11:49:14.498346+00:00
621,ES2008c,501.28,A,"Thank you, perfect.",POSITIVE,15,Being respectful,"Being polite and acknowledging person's efforts by saying ""thank you"" can create a mature and safe environment for everyone to be in.",2021-04-05 11:50:43.198149+00:00
874,ES2008c,436.42,D,Sounds good.,POSITIVE,7,Being agreeable,This person is essentially agreeing with the last commenter’s statement regarding picture availability. It’s a great way to show they’re paying attention and tending to others input.,2021-04-05 12:01:32.632160+00:00
874,ES2008c,490.8,B,Any other questions?,POSITIVE,8,Being respectful,Here the commenter is making sure everyone involved is understanding what is going on. This is a great way to ensure all is involved and included.,2021-04-05 12:02:37.362514+00:00
874,ES2008c,501.28,A,"Thank you, perfect.",POSITIVE,15,Being respectful,"By saying thank you, not only is this person acknowledging the last commenter but is also showing appreciation for their efforts.",2021-04-05 12:03:16.575249+00:00
874,ES2008c,502.15,D,Thanks.,POSITIVE,7,Being respectful,Here this commenter is expressing thanks which is always respectful and always ensures the best possible outcome in terms of group dynamic.,2021-04-05 12:03:49.233041+00:00
874,ES2008c,678.51,C,We want something that looks nice and simple.,POSITIVE,1,Being positive,Here the member is encouraging the others to stay on topic and this comment serves as a reminder of the group’s goals. This certainly would ensure success among all.,2021-04-05 12:05:07.797079+00:00
9,ES2008c,461.67,B,I hope I didn't go through that too quickly.,POSITIVE,6,Being respectful,Makes this comment to open up floor for any questions that the group may have.,2021-04-05 12:38:54.518430+00:00
9,ES2008c,464.71,A,"Uh just a real quick question um the weight of these different elements, have you no idea, okay.",POSITIVE,2,Being respectful,Asking a question to make sure that they understand all of what other group member touched on.,2021-04-05 12:39:17.205248+00:00
9,ES2008c,513.54,B,"Just in my notebook, but if anyone has any specific questions, don't hesitate to email me or something.",POSITIVE,9,Being respectful,Tells group members that they can email if there are any questions and to not be timid about doing so.,2021-04-05 12:39:56.546440+00:00
9,ES2008c,674.29,C,"M we don't want lots of buttons, uh complicated features.",NEGATIVE,1,Dismissing others,"Sort of speaking for the group and saying that they all want the same thing, when there may be a few differing opinions.",2021-04-05 12:40:58.044209+00:00
9,ES2008c,1060.63,A,"Oops, it's not plugged in, quite in well enough.",POSITIVE,1,Being positive,Able to correct the problem on why there is no signal showing on the screen.,2021-04-05 12:42:47.570530+00:00
514,ES2008c,455.06,A,Just an interesting marketing kind of element.,POSITIVE,3,Being positive,Giving praise to the previous idea that was stated by another particpant.,2021-04-05 12:49:45.004259+00:00
514,ES2008c,490.8,B,Any other questions?,POSITIVE,8,Being respectful,Asking if there are questions opens the floor for communication and encourages others to partipate.,2021-04-05 12:50:16.949801+00:00
514,ES2008c,856.79,B,So you'd be advocating an L_C_D_ then?,POSITIVE,1,Being agreeable,Restating what was said allows the person to know they are being heard.,2021-04-05 12:51:29.236854+00:00
514,ES2008c,979.21,B,"Oh, good point.",POSITIVE,10,Being positive,Letting the person know that they brought up a good aspect to think about and that it was heard.,2021-04-05 12:52:35.327708+00:00
514,ES2008c,1200.19,D,"Personally, I don't really think that I want one that's gonna go out of style or go stale, excuse the pun, um in a year, so",NEGATIVE,3,Dismissing others,Dismissing the idea because they didn't think that it would be useful after a period of time.,2021-04-05 12:53:49.142845+00:00
556,ES2008c,424.26,D,"'Cause I'm imagining like double-curved is like, you know, like two sides that curve and then like one curve would just be like a single vertical-ish kind of looking thing, but I've no idea.",POSITIVE,1,Being positive,The speaker seems to be actively engaged and listening to what his teammate is presenting.,2021-04-05 14:26:09.035809+00:00
556,ES2008c,436.42,D,Sounds good.,POSITIVE,7,Being agreeable,The speaker is praising the idea being presented by his teammate.,2021-04-05 14:26:29.714674+00:00
556,ES2008c,451.37,B,Space-age remote.,POSITIVE,2,Being positive,"The speaker is making a joke, lightening the mood of the meeting and making everyone laugh",2021-04-05 14:26:54.694274+00:00
556,ES2008c,461.67,B,I hope I didn't go through that too quickly.,POSITIVE,6,Being respectful,"The speaker is making sure he took his time presenting and that his team understood everything, showing he respects them.",2021-04-05 14:27:31.297094+00:00
556,ES2008c,501.28,A,"Thank you, perfect.",POSITIVE,15,Being positive,The speaker is being courteous and is praising the ideas being presented by his teammate.,2021-04-05 14:27:54.036977+00:00
540,ES2008c,409.55,B,"Um I'd appreciate anyone's input, but that's what I'm seeing for the future of the the look of this thing.",POSITIVE,4,Being respectful,This comment has offered an opinion but also invites other people to share concerns and thoughts regarding the topic before moving forward.,2021-04-05 15:34:33.596099+00:00
540,ES2008c,464.71,A,"Uh just a real quick question um the weight of these different elements, have you no idea, okay.",POSITIVE,2,Being respectful,This question is being offered in a respectful way by showing the person was paying attention while also inquiring for more information which shows interest in the subject.,2021-04-05 15:36:42.853913+00:00
540,ES2008c,490.8,B,Any other questions?,POSITIVE,8,Being respectful,This person is inviting others to speak up about any concerns or questions which is a welcoming environment for a discussion as it shows interest in others.,2021-04-05 15:37:23.720089+00:00
540,ES2008c,501.28,A,"Thank you, perfect.",POSITIVE,15,Being agreeable,The gesture of gratitude made by this person shows respect and adds a pleasant tone to a discussion.,2021-04-05 15:37:59.860238+00:00
540,ES2008c,502.15,D,Thanks.,POSITIVE,7,Being respectful,Offering gratitude to another in a discussion adds a positive atmosphere during a chat as it shows respect to another.,2021-04-05 15:38:52.673583+00:00
540,ES2008c,433.46,B,"I'm not sure, but I'll let you know as soon as I get any pictures.",POSITIVE,1,Being respectful,This person may not have a direct answer for someone but they are showing that they respect the inquiry and will update them with any future information which is helpful.,2021-04-05 15:41:19.645281+00:00
540,ES2008c,436.42,D,Sounds good.,POSITIVE,7,Being positive,This comment gives a positive affirmation that they heard the previous comment and acknowledge it which adds a positive tone to the discussion.,2021-04-05 15:41:58.027912+00:00
540,ES2008c,476.2,B,"that a kinetic battery isn't gonna take up that much weight, and that a tita titanium is very light, I know, um but other than that's really basic, I mean, that's all I have gotten so far.",POSITIVE,1,Being positive,"This comment shows that while the person cannot answer the question posed to them definitively, they do put effort forward to try and explain their thoughts which shows they were listening.",2021-04-05 15:43:42.191865+00:00
540,ES2008c,497.81,B,"I have save this in the uh shared projects, if anyone wants to look and I have c considerable notes on the topic as well, if anyone needs any more information.",POSITIVE,9,Being agreeable,Offering to share their notes shows that this person wants to cultivate a team spirit to this discussion which may make someone feel more invited to interact with them or ask questions about the notes.,2021-04-05 15:44:27.783728+00:00
540,ES2008c,513.54,B,"Just in my notebook, but if anyone has any specific questions, don't hesitate to email me or something.",POSITIVE,9,Being positive,This comment is being friendly by offering their attention through email in case of any extra questions outside the discussion which adds a level of comfort and respect.,2021-04-05 15:45:50.192105+00:00
654,ES2008c,409.55,B,"Um I'd appreciate anyone's input, but that's what I'm seeing for the future of the the look of this thing.",POSITIVE,4,Being respectful,"While they have their own ideas, they're asking for others to also share their own opinion which is considerate.",2021-04-05 18:08:49.896989+00:00
654,ES2008c,436.42,D,Sounds good.,POSITIVE,7,Being agreeable,They're not pressing and conceding that they need to wait which is better for the productivity of the meeting.,2021-04-05 18:09:29.025309+00:00
654,ES2008c,451.37,B,Space-age remote.,POSITIVE,2,Being humorous,This is a bit of a joke and a bit of a cool tagline for a design which is good for making every feel more at ease and good for productivity.,2021-04-05 18:10:19.284500+00:00
654,ES2008c,455.06,A,Just an interesting marketing kind of element.,POSITIVE,3,Being agreeable,They're agreeing that someone else's idea for a marketing tagline is a good idea.,2021-04-05 18:10:43.384766+00:00
654,ES2008c,501.28,A,"Thank you, perfect.",POSITIVE,15,Being respectful,Thanking someone for what they do is respectful and considerate.,2021-04-05 18:11:14.496358+00:00
273,ES2008c,409.55,B,"Um I'd appreciate anyone's input, but that's what I'm seeing for the future of the the look of this thing.",POSITIVE,4,Being respectful,Asking for everyone else's input is great here as it opens the floor up and lets other member know you value their opinion on their idea. This makes them more likely to come forward with a comment or idea of their own.,2021-04-05 18:43:51.448235+00:00
273,ES2008c,436.42,D,Sounds good.,POSITIVE,7,Being positive,"Telling someone that it ""souds good"" is helpful to them and others in the group that they know they have a satisfactory idea. it gives a feeling to the rest of the group that they are being listened to and having their ideas considered.",2021-04-05 18:44:54.021158+00:00
273,ES2008c,461.67,B,I hope I didn't go through that too quickly.,POSITIVE,6,Being respectful,This is a good way to make sure that everyone in the group has a chance to ask a question and clarify any issues that they may have. It shows that you are respectful to them and understand that they may not have gotten all of the infomation.,2021-04-05 18:46:40.746753+00:00
273,ES2008c,497.81,B,"I have save this in the uh shared projects, if anyone wants to look and I have c considerable notes on the topic as well, if anyone needs any more information.",POSITIVE,9,Being informative,"Letting the rest of the group know where they can find information lets them know that even if they have issues after the meeting, they now know where to go to find the information themselves and read up on other things to make sure they understand it. it lets them know you trust them with the information by making it freely available to them.",2021-04-05 18:48:13.343149+00:00
273,ES2008c,501.28,A,"Thank you, perfect.",POSITIVE,15,Being respectful,"Thanking the group and using the word ""perfect"" is great here because is fosters a positive attitude among group members and encourages them to take part and bring forth any ideas they have in search of compliments like this.",2021-04-05 18:49:24.570370+00:00
884,ES2008c,597.39,C,We want it to be simple and we want it to be fashionable.,POSITIVE,1,Being respectful,he is telling the group what they need the remote to be,2021-04-06 12:51:33.470688+00:00
884,ES2008c,644.387,B,<sound: laugh>,NEGATIVE,4,Being sarcastic,he is being rude a bout the other speakers ideas,2021-04-06 12:53:19.466980+00:00
884,ES2008c,650.63,C,"Uh once we've chosen a a concept for it, we can then design the features around the concept, making sure that we get all the essential functions in the device and uh the extra functions and the more advanced features.",POSITIVE,2,Being positive,he is informing the group what all needs to be included on the remote,2021-04-06 12:54:21.811992+00:00
884,ES2008c,686.32,C,Um I think the main thing to notice about it is it just has four buttons.,POSITIVE,1,Being positive,he is pointing out the simplicity of the iPod having only 4 buttons,2021-04-06 12:55:57.266997+00:00
884,ES2008c,705.83,C,it's very very quick to access the main features.,POSITIVE,1,Being positive,he is pointing out ist is quick to get to the main features,2021-04-06 12:57:09.312305+00:00
874,ES2008c,490.8,B,Any other questions?,POSITIVE,8,Being respectful,"Here, this is a great way to ensure that everyone is on the same page and to make sure everyone understands what's going on.",2021-04-06 13:12:02.489555+00:00
874,ES2008c,497.81,B,"I have save this in the uh shared projects, if anyone wants to look and I have c considerable notes on the topic as well, if anyone needs any more information.",POSITIVE,9,Being respectful,"This comment is great because it enables the other members to locate the notes at a later time if needed. In addition, it shows that this person is putting in a lot of effort.",2021-04-06 13:12:39.501347+00:00
874,ES2008c,501.28,A,"Thank you, perfect.",POSITIVE,15,Being respectful,This person is praising and expressing thanks to the last member's comments regarding their work.,2021-04-06 13:13:05.816099+00:00
874,ES2008c,502.15,D,Thanks.,POSITIVE,7,Being respectful,"Here, this comment serves as a token of appreciation. Saying thanks is always a respectful and positive thing to do.",2021-04-06 13:13:26.108061+00:00
874,ES2008c,750.32,C,"Uh it's nice and colourful, it's nice and bright.",POSITIVE,2,Being positive,"Here, this person is complimenting the design of the example by commenting on the appearance.",2021-04-06 13:14:13.083233+00:00
5,ES2008c,490.8,B,Any other questions?,POSITIVE,8,Being respectful,This person is opening up the floor to others who may not be fully informed yet. This would put people at ease.,2021-04-06 13:29:25.735094+00:00
5,ES2008c,497.81,B,"I have save this in the uh shared projects, if anyone wants to look and I have c considerable notes on the topic as well, if anyone needs any more information.",POSITIVE,9,Being agreeable,This person seems to be taking responsibility for keeping the group informed and is willing to share their resources.,2021-04-06 13:30:17.129736+00:00
5,ES2008c,513.54,B,"Just in my notebook, but if anyone has any specific questions, don't hesitate to email me or something.",POSITIVE,9,Being agreeable,This person is opening themselves up personally to anyone who may have questions.,2021-04-06 13:30:57.451119+00:00
5,ES2008c,741.25,C,This is uh it's an interesting idea and I think i it looks pretty cool.,POSITIVE,3,Being positive,This person is offering positive feedback on the design and it would make the designer feel validated.,2021-04-06 13:32:39.734353+00:00
5,ES2008c,750.32,C,"Uh it's nice and colourful, it's nice and bright.",POSITIVE,2,Being agreeable,This person is making a positive statement about the design and it would make others feel more positively about the product.,2021-04-06 13:33:37.273981+00:00
843,ES2008c,513.54,B,"Just in my notebook, but if anyone has any specific questions, don't hesitate to email me or something.",POSITIVE,9,Being respectful,"Being open to questions. Allows the listeners to feel comfortable talking to the speaker if they are unsure about something, as the speaker has offered to be available.",2021-04-06 13:53:25.519943+00:00
961,ES2008c,501.28,A,"Thank you, perfect.",POSITIVE,15,Being respectful,Being thankful is a really respectful way to treat a person.,2021-04-06 13:54:18.276039+00:00
961,ES2008c,502.15,D,Thanks.,POSITIVE,7,Being respectful,"This person is expressing thanks, so they are trying to show respect to the other person.",2021-04-06 13:54:50.129494+00:00
961,ES2008c,554.81,B,"G oh, geez.",NEGATIVE,1,Being passive-aggressive,This person is showing a slight frustration with a previous statement.,2021-04-06 13:55:47.017254+00:00
961,ES2008c,671.661,B,<sound: laugh>,NEGATIVE,2,Causing annoyance,They are laughing at the wrong time within the conversation.,2021-04-06 13:56:28.722380+00:00
961,ES2008c,840.04,B,Hmm.,NEGATIVE,1,Dismissing others,This person is showing a negative reaction to Person C and their suggestions.,2021-04-06 13:57:28.492124+00:00
843,ES2008c,650.63,C,"Uh once we've chosen a a concept for it, we can then design the features around the concept, making sure that we get all the essential functions in the device and uh the extra functions and the more advanced features.",POSITIVE,2,Giving clear instructions,"The speaker was very precise in the direction of the meeting. The listeners know what is coming and can feel confident in what needs to be addressed in the meeting. Without surprises, the meeting space feels more safe and open for communication.",2021-04-06 14:12:47.180172+00:00
843,ES2008c,881.92,B,Right.,POSITIVE,3,Being agreeable,The speaker acknowledged what the other meeting member said. Validating their reasoning makes them feel more confident to continue to share their opinions.,2021-04-06 14:15:00.401579+00:00
843,ES2008c,979.21,B,"Oh, good point.",POSITIVE,10,Being positive,"Acknowledging what was said. The speaker gave the other meeting member a compliment about something that was said, reinforcing a positive relationship and letting the other member know that what they said was valuable.",2021-04-06 14:17:25.452582+00:00
843,ES2008c,1195.86,D,Who wants a spongy remote or one with,POSITIVE,2,Being positive,"Offering humor. The speaker lightens the mood of the meeting and keeps things interesting when providing comedic relief, as this is directed at the product, not at any of the other group members.",2021-04-06 14:23:26.688529+00:00
1197,ES2008c,497.81,B,"I have save this in the uh shared projects, if anyone wants to look and I have c considerable notes on the topic as well, if anyone needs any more information.",POSITIVE,9,Being positive,A is a teamplayer by taking a proactive approach to provide the team with notes from the project.,2021-04-06 15:15:37.321583+00:00
1197,ES2008c,497.81,B,"I have save this in the uh shared projects, if anyone wants to look and I have c considerable notes on the topic as well, if anyone needs any more information.",POSITIVE,9,Being positive,B took an initiative to save and make the project notes available to the group.,2021-04-06 15:17:25.098527+00:00
1197,ES2008c,501.28,A,"Thank you, perfect.",POSITIVE,15,Being positive,A expressed his appreciation to B's teamwork effort and attitude.,2021-04-06 15:18:42.791164+00:00
