user_id,dataset,timestamp,speaker,line,direction,agree_cnt,reason,possible_comment,created_at
459,ES2009b,39.98,A,"And it has to have the slogan, case you guys forget the slogan it's, we put fashion in electronics.",POSITIVE,1,Being positive,It reminds the team of important facts so everyone is on the same page,2021-04-08 20:06:22.285042+00:00
459,ES2009b,126.82,B,This is all pretty basic stuff you guys.,NEGATIVE,5,Being sarcastic,This comments can make people feel not as smart if they don’t know these basics,2021-04-08 20:09:49.369427+00:00
459,ES2009b,196.82,B,"Just some ideas that I had, um, energy source, it's kinda hip to be eco friendly so I thought maybe we could do something with solar power with an alkaline battery backup.",POSITIVE,1,Being positive,This comments brings in a lot of good ideas and keeps the team on the same page,2021-04-08 20:13:25.202631+00:00
459,ES2009b,244.5,B,"Um personal preferences, I really think that we should use plastic as opposed to metal, um, the company simply can't afford this kinds of lawsuits which adm admittedly is gonna come at the cost of a certain aesthetic value, 'cause we were thinking",POSITIVE,5,Being respectful,They name their opinion respectfully without making anyone feel bad at all.,2021-04-08 20:17:40.576549+00:00
459,ES2009b,279.17,B,Yeah that shouldn't be a problem.,POSITIVE,2,Being agreeable,They are letting their teammate know that they agree and believe in their idea of using plastics,2021-04-08 20:18:41.752435+00:00
1385,ES2009b,39.98,A,"And it has to have the slogan, case you guys forget the slogan it's, we put fashion in electronics.",NEGATIVE,4,Being passive-aggressive,"Depending on the speaker's tone and facial expressions, the phrase ""case you guys forgot the slogan"" could make the other participants or uncomfortable. This phrase could be seen as a put-down on their intelligence.",2021-04-08 21:54:33.550039+00:00
1385,ES2009b,222.9,B,"Um, the sender well I'm thinking infrared 'cause it is the industry standard, multi channel, that's a word I made up, I don't really know what it means.",NEGATIVE,3,Causing annoyance,"Depending on the speaker's tone and facial expressions, talking about making a word up and not knowing what it means could come off as annoying. These participants took time from their day to be in this meeting, so I know that I personally would want to feel like everyone was well-prepared and professional.",2021-04-08 21:58:29.893209+00:00
1385,ES2009b,423.3,C,As you also notice it's quite a boring design.,NEGATIVE,3,Dismissing others,"The phrase ""boring design"" could be quite dismissive to the individual(s) that were responsible for designing it. Even if they are not present in this meeting, it is still disrespectful and unprofessional.",2021-04-08 22:01:25.680072+00:00
1385,ES2009b,544.73,D,"Um and so big complicated remotes like one we saw in the last presentation are really not the general public's use, they're not using a lot of it, they don't need it, they even find it frustrating when there are all those buttons that they don't know what to do with.",NEGATIVE,4,Causing embarrassment,This entire statement is negative towards the last presenter. This would make him/her feel very uncomfortable.,2021-04-08 22:03:43.051590+00:00
1385,ES2009b,685.05,D,We're not catering to the pensioners of the world I don't think so.,NEGATIVE,8,Dismissing others,"""Pensioners"" could be used in a dismissive and derogatory way. This could also make others in the meeting uncomfortable.",2021-04-08 22:06:09.998889+00:00
324,ES2009b,4.67,A,Cool.,POSITIVE,1,Being positive,"By saying 'cool', it shows others that you are on board with what is going on.",2021-04-08 22:47:19.767718+00:00
324,ES2009b,114.6,A,Brilliant.,POSITIVE,7,Being positive,This comment is a high praise and would make the person receiving it to feel good about their idea.,2021-04-08 22:48:57.443664+00:00
324,ES2009b,114.62,D,Very nice.,POSITIVE,4,Being positive,"By telling the person that is sharing their idea that it is 'very nice', it will encourage them to share more ideas in the future.",2021-04-08 22:49:34.449975+00:00
324,ES2009b,115.55,D,For your first PowerPoint it's lovely.,POSITIVE,3,Being positive,"This comment would help the person that made their first power point presentation feel more at ease, comfortable and proud of their presentation.",2021-04-08 22:50:28.149246+00:00
324,ES2009b,291.83,A,Thank you very much Nathan.,POSITIVE,11,Being respectful,"When this person tells Nathan 'Thank you very much', it shows Nathan that he is appreciated for the work he has done.",2021-04-08 22:52:34.523493+00:00
1403,ES2009b,2.57,A,All set?,POSITIVE,2,Being positive,This establishes that the group is being respected by the individual asking for their go ahead to continue.,2021-04-09 02:41:45.677445+00:00
1403,ES2009b,5.81,A,So um basically I'm just gonna go over real quickly um some news I've just got from the board on how we're supposed to do with this um,NEGATIVE,1,Causing frusturation,The use of um is distancing from the issue and can cause others to feel disassociated from the issue.,2021-04-09 02:42:38.178456+00:00
1403,ES2009b,14.94,A,And then I'm gonna turn over to you guys to make brief presentations um on what you've found and then we'll have a bit of discussion.,NEGATIVE,1,Dismissing others,The um in this sentence seems dismissive of the work done by others.,2021-04-09 02:43:21.886808+00:00
1403,ES2009b,22.67,A,So basically uh what I've just found out from the board I dunno if you guys got this email as well but it needs to be television only.,NEGATIVE,1,Causing annoyance,Using uh is meant to disassociate with the sentence and causes annoyance to the readers.,2021-04-09 02:44:16.566350+00:00
1403,ES2009b,39.98,A,"And it has to have the slogan, case you guys forget the slogan it's, we put fashion in electronics.",NEGATIVE,4,Dismissing others,"This comment is dismissive of the intelligence of others working for the company who very likely know the slogan, it is condescending at the very least and dismissive at worst.",2021-04-09 02:45:20.713149+00:00
1403,ES2009b,47.41,A,Um and no teletext.,NEGATIVE,1,Dismissing others,Someone obviously has used teletext and this was targeted at them.,2021-04-09 02:45:44.119052+00:00
1403,ES2009b,63.5,A,So basically um given those guidelines which will have some effect on how we design we'll discuss it later I mean 'cause it's television only we'll be able to change our uh,NEGATIVE,1,Causing annoyance,"All of the ums and uh seem dismissive or disassociation, but are overall just annoying to read.",2021-04-09 02:47:21.243778+00:00
1403,ES2009b,74.07,A,um,NEGATIVE,1,Causing annoyance,Again these types of things are uneeded and can create a disassociated effect.,2021-04-09 02:47:55.972504+00:00
1403,ES2009b,81.0,A,So I'm gonna turn over to the Industrial Designer uh to go ahead and make a presentation on,NEGATIVE,1,Dismissing others,This seems like its dismissing the presentation of the designer.,2021-04-09 02:48:27.312890+00:00
1403,ES2009b,114.6,A,Brilliant.,POSITIVE,7,Being positive,Brilliant is a great word to describe work by someone.,2021-04-09 02:48:54.800972+00:00
1403,ES2009b,114.62,D,Very nice.,POSITIVE,4,Being positive,This is a nice way to describe the design and adding a little flair.,2021-04-09 02:49:18.647746+00:00
1403,ES2009b,115.55,D,For your first PowerPoint it's lovely.,NEGATIVE,3,Dismissing others,"This is a backhanded compliment at best, implying that anyone else could do better.",2021-04-09 02:49:43.730118+00:00
1403,ES2009b,117.12,B,So the uh method.,NEGATIVE,1,Dismissing others,This uh seems slow witted and disregards the work being shown.,2021-04-09 02:50:15.601551+00:00
1403,ES2009b,126.82,B,This is all pretty basic stuff you guys.,NEGATIVE,5,Dismissing others,This statement seems to be implying the others aren't intelligent enough to get the remotes.,2021-04-09 02:50:47.890993+00:00
1403,ES2009b,188.35,D,<sound: laugh>,NEGATIVE,1,Dismissing others,Unneeded and makes a joke out of a serious concern.,2021-04-09 02:52:06.390076+00:00
1403,ES2009b,189.488,A,<sound: laugh>,NEGATIVE,1,Dismissing others,"Makes a joke out of the lawsuit line as well, dismissing it as either a joke or impossible.",2021-04-09 02:52:47.111866+00:00
1403,ES2009b,222.9,B,"Um, the sender well I'm thinking infrared 'cause it is the industry standard, multi channel, that's a word I made up, I don't really know what it means.",NEGATIVE,3,Causing annoyance,The constant use of Um to start sentences is becoming annoying to read.,2021-04-09 02:53:13.753379+00:00
1403,ES2009b,231.13,A,'Kay.,NEGATIVE,1,Dismissing others,Instead of saying Okay or OK the word 'Kay was used that evokes a harsh tone.,2021-04-09 02:54:05.735119+00:00
1403,ES2009b,251.24,D,Fine.,NEGATIVE,3,Dismissing others,This seems angry and dismissive of the previous suggestion for using plastic.,2021-04-09 02:55:21.521163+00:00
1403,ES2009b,291.83,A,Thank you very much Nathan.,POSITIVE,11,Being respectful,"A nice comment to end the presentation with, the use of the name is very good and relaxing.",2021-04-09 02:56:08.039349+00:00
1403,ES2009b,290.59,A,Great.,NEGATIVE,1,Dismissing others,The word great seems to imply that its great its over.,2021-04-09 02:56:36.161964+00:00
1403,ES2009b,414.07,A,Mm-hmm.,NEGATIVE,1,Dismissing others,Seems very dismissive of the presentation itself and is quick to cut it off.,2021-04-09 02:58:12.898336+00:00
1403,ES2009b,447.47,C,So my personal preferences.,POSITIVE,2,Use of Humor,"Lightens the mood with some humor, making the group more happy.",2021-04-09 02:59:12.595815+00:00
1403,ES2009b,474.79,A,Thanks for that Ron.,POSITIVE,10,Being respectful,A good way to close the presentation and the use of the name is very personalized.,2021-04-09 02:59:58.018950+00:00
1403,ES2009b,484.18,D,Thank you.,POSITIVE,15,Being respectful,Thanking a coworker for the help and showing them respect even for a minor help.,2021-04-09 03:00:49.114329+00:00
1403,ES2009b,491.27,D,Or not.,NEGATIVE,2,Causing embarrassment,Makes light of the plug in for the presentation at the expense of the person helping.,2021-04-09 03:01:13.954910+00:00
1403,ES2009b,612.46,A,Thank you Sarah.,POSITIVE,14,Being respectful,A respectful end to the presentation by sarah that uses her name to close it out.,2021-04-09 03:01:58.420634+00:00
1403,ES2009b,685.05,D,We're not catering to the pensioners of the world I don't think so.,NEGATIVE,8,Dismissing others,Dismisses even the idea of marketing toward an older demographic.,2021-04-09 03:02:52.728765+00:00
1405,ES2009b,114.6,A,Brilliant.,POSITIVE,7,Being positive,"Just saying ""brilliant"" was a very positive thing to say after the presentation",2021-04-09 04:05:40.630128+00:00
1405,ES2009b,115.55,D,For your first PowerPoint it's lovely.,POSITIVE,3,Being positive,"Telling the presenter that the Powerpoint was ""lovely"" was a positive point",2021-04-09 04:07:08.070485+00:00
1405,ES2009b,14.94,A,And then I'm gonna turn over to you guys to make brief presentations um on what you've found and then we'll have a bit of discussion.,POSITIVE,3,Being positive,The person (A) was giving up control to the group which gave them the power,2021-04-09 04:08:26.199174+00:00
1405,ES2009b,39.98,A,"And it has to have the slogan, case you guys forget the slogan it's, we put fashion in electronics.",NEGATIVE,4,Being sarcastic,"The members probably knew the slogan, but saying ' in case you guys forgot' was sort of sarcastic",2021-04-09 04:09:48.631374+00:00
1405,ES2009b,49.53,A,"I'm not sure what teletext is but I'm assuming you guys do, so we don't wanna include that um in this particular design.",POSITIVE,1,"saying he/she didn't know what something was, but the group would",Saying that you don't know something is being humble and letting the members know that you don't expect to know everything,2021-04-09 04:11:19.202213+00:00
772,ES2009b,244.5,B,"Um personal preferences, I really think that we should use plastic as opposed to metal, um, the company simply can't afford this kinds of lawsuits which adm admittedly is gonna come at the cost of a certain aesthetic value, 'cause we were thinking",POSITIVE,5,Being respectful,It is good to say we here as it shows the group is a team and everyone's input is important.,2021-04-09 14:19:50.319427+00:00
1424,ES2009b,37.792,B,<sound: laugh>,NEGATIVE,2,Causing annoyance,Laughing when someone is reading what needs to be done in a project is very rude and causes harm in progressing with the project.,2021-04-09 14:20:21.436634+00:00
772,ES2009b,251.24,D,Fine.,POSITIVE,2,Being agreeable,Saying fine here shows that you agree with the speaker and you will have a good attitude.,2021-04-09 14:20:26.619081+00:00
772,ES2009b,259.15,A,"Is is there a way that we can use um modern types of polymers, or mo modern types of plastics that maybe do have some kind of aesthetic value um like if a white like if we talk about like well like on the lapt on these laptops and other ones they use a a pretty nice, you can do i is there some kind of nice colo der quality plastic that we can work with?",POSITIVE,2,Being respectful,Asking a question to others encourages them to give their input to the group.,2021-04-09 14:20:56.095271+00:00
772,ES2009b,291.83,A,Thank you very much Nathan.,POSITIVE,11,Being respectful,It is respectful to thank a speaker after the have given a contribution and makes them feel valuable.,2021-04-09 14:21:39.466704+00:00
1424,ES2009b,107.86,A,Cool.,POSITIVE,1,Being positive,"Adding in a positive word like ""Cool"" is a good way to increase the meetings potential.",2021-04-09 14:22:04.582380+00:00
772,ES2009b,293.78,A,Um if next we can have the um User Interface Developer go ahead and make a brief presentation that'd be great as well.,POSITIVE,2,Being respectful,It shows respect to ask someone specifically for their input and lets them know their input is wanted.,2021-04-09 14:22:12.566313+00:00
1424,ES2009b,114.6,A,Brilliant.,POSITIVE,7,Being positive,Appreciating someone else's comment is a great way to provide a positive feedback for them.,2021-04-09 14:22:53.483491+00:00
1424,ES2009b,126.82,B,This is all pretty basic stuff you guys.,NEGATIVE,5,Being sarcastic,"By stating this comment, the speaker is referencing that it's supposed to be easy and everyone else is not smart enough to pick up on that. This is a very bad statement and will do great harm to the project!",2021-04-09 14:24:13.239024+00:00
1424,ES2009b,188.35,D,<sound: laugh>,POSITIVE,1,Being agreeable,Laughing at a joke with teammates is one of the best ways to build relationships. This is a good thing!!,2021-04-09 14:25:33.070902+00:00
1424,ES2009b,189.488,A,<sound: laugh>,POSITIVE,1,Being agreeable,Laughing at a joke with teammates is one of the best ways to build relationships. This is a good thing!!,2021-04-09 14:25:40.689297+00:00
1424,ES2009b,230.712,D,<sound: laugh>,NEGATIVE,1,Causing embarrassment,Laughing at someone's lack of knowledge over a definition is bad character. IT harms the flow of the meeting and will make that person feel bad about themselves. This should not be done.,2021-04-09 14:27:14.261443+00:00
1424,ES2009b,251.24,D,Fine.,POSITIVE,2,Being agreeable,Agreeing with a members thought about how the project should be built is a positive reinforcement for the meeting. This should happen more often.,2021-04-09 14:28:35.501523+00:00
1424,ES2009b,285.65,A,"Okay, okay.",POSITIVE,1,Being agreeable,agreeing with a decision moves the meeting along and is a good reinforcement for the outcome of the meeting.,2021-04-09 14:29:30.711138+00:00
1424,ES2009b,289.83,D,Cool.,POSITIVE,2,Being positive,"Adding in words such as cool is positive to the meeting. It might make people smile. When a person smiles, neuropeptides are released and it improves ones mood. It is a good thing!! Look it up. It's real and should be done more often in this world!",2021-04-09 14:32:28.937421+00:00
1424,ES2009b,290.59,A,Great.,POSITIVE,2,Being positive,Positive reinforcement is always good. It shows agreement with the decisions in the meeting.,2021-04-09 14:33:46.538054+00:00
1424,ES2009b,291.83,A,Thank you very much Nathan.,POSITIVE,11,Being positive,Positive reinforcement is always good. It shows agreement with the decisions in the meeting.,2021-04-09 14:34:01.689587+00:00
1424,ES2009b,334.48,B,<sound: laugh>,NEGATIVE,2,Causing embarrassment,Laughing at others inability to do things on their own is not appropriate. It makes that person feel like crap. This one laugh can ruin the whole meeting's vibe.,2021-04-09 14:35:26.456972+00:00
1424,ES2009b,344.07,A,Sweet.,POSITIVE,3,Being positive,Positive reinforcement is always good. It shows agreement with the decisions in the meeting. This might help the negative laugh be forgotten a few moments ago.,2021-04-09 14:36:00.031043+00:00
1424,ES2009b,447.958,D,<sound: laugh>,POSITIVE,1,Being agreeable,Laughing in agreement with the joke is a great team builder and promotes growth within one's self. This is a great addition to the meeting.,2021-04-09 14:38:04.796188+00:00
1424,ES2009b,447.984,B,<sound: laugh>,POSITIVE,1,Being agreeable,Laughing in agreement with the joke is a great team builder and promotes growth within one's self. This is a great addition to the meeting.,2021-04-09 14:38:15.632002+00:00
1424,ES2009b,448.181,A,<sound: laugh>,POSITIVE,1,Being agreeable,Laughing in agreement with the joke is a great team builder and promotes growth within one's self. This is a great addition to the meeting.,2021-04-09 14:38:24.289641+00:00
1424,ES2009b,450.35,C,<sound: laugh>,POSITIVE,1,Being agreeable,Laughing in agreement with the joke is a great team builder and promotes growth within one's self. This is a great addition to the meeting.,2021-04-09 14:38:30.827733+00:00
1424,ES2009b,474.52,A,Great.,POSITIVE,2,Being positive,another positive reinforcement is always welcomed in my meetings. It helps move the meeting forward.,2021-04-09 14:39:24.505925+00:00
1424,ES2009b,474.79,A,Thanks for that Ron.,POSITIVE,10,Being positive,another positive reinforcement is always welcomed in my meetings. It helps move the meeting forward.,2021-04-09 14:39:34.685119+00:00
9,ES2009b,251.24,D,Fine.,NEGATIVE,3,Being passive-aggressive,"Agreeing to go with other group members choice, but sounds upset about the decision.",2021-04-09 14:39:40.570805+00:00
9,ES2009b,291.83,A,Thank you very much Nathan.,POSITIVE,11,Being respectful,Being positive and thanking other group member for their contribution to presentation.,2021-04-09 14:39:59.526336+00:00
9,ES2009b,344.07,A,Sweet.,POSITIVE,3,Being positive,Being kind and acting excited that other group member has things set up to present.,2021-04-09 14:40:24.885883+00:00
9,ES2009b,450.49,A,Nice.,POSITIVE,5,Being positive,Giving positive feedback during presentation while looking at design of remote.,2021-04-09 14:40:59.094707+00:00
9,ES2009b,482.44,C,I can plug you in.,POSITIVE,7,Being respectful,Offering to help group member get plugged in so they can present to group.,2021-04-09 14:41:24.709657+00:00
987,ES2009b,291.83,A,Thank you very much Nathan.,POSITIVE,11,Being positive,The speaker thanked the person. The speaker used the person's name and recognized his efforts.,2021-04-09 17:21:42.245051+00:00
987,ES2009b,450.49,A,Nice.,POSITIVE,5,Being positive,The speaker was reinforcing positive feelings by complementing the speaker. It created a positive atmosphere for the meeting.,2021-04-09 17:23:52.402834+00:00
987,ES2009b,474.79,A,Thanks for that Ron.,POSITIVE,10,Being positive,The speaker thanked the person by name. This helps to promote positive feelings.,2021-04-09 17:24:42.135124+00:00
987,ES2009b,612.05,A,That's great.,POSITIVE,11,Being positive,The speaker is reinforcing positivity by complementing what work they have done so far.,2021-04-09 17:26:42.671945+00:00
987,ES2009b,753.69,D,I like that.,POSITIVE,12,Being positive,The speaker is ageeing with what has been put out. It creates a positive flow to the meeting.,2021-04-09 17:28:15.301338+00:00
987,ES2009b,762.33,C,Sounds good.,POSITIVE,9,Being positive,The speaker is creating a postive atmosphere and really engaged in the meeting.,2021-04-09 17:29:49.152479+00:00
978,ES2009b,291.83,A,Thank you very much Nathan.,POSITIVE,11,Being respectful,"""Thank you very much Nathan"", is both respectful and positive. This tells Nathan that speaker A enjoyed and appreciated his presentation, and also tells other teammates they are in a safe place to voice their ideas and presentations too.",2021-04-09 18:34:27.718262+00:00
978,ES2009b,289.83,D,Cool.,POSITIVE,2,Being positive,"""Cool."" is all speaker D says, but it is a word of positive reinforcement to Nathan and also implies he was listening and paying attention, which always makes people feel better about themselves.",2021-04-09 18:36:13.249377+00:00
978,ES2009b,334.48,B,<sound: laugh>,NEGATIVE,2,Causing embarrassment,"Laughing when someone is having technical issues could cause that person (and even teammates who have yet to make their own presentation) feel embarrassed and awkward. Not too terrible, but probably a behavior that one should avoid if possible so as not to cause an awkward feeling in one's team members.",2021-04-09 18:39:38.900831+00:00
978,ES2009b,403.9,A,Oh yeah look at that.,POSITIVE,2,Being respectful,"""Oh yeah look at that"" implies not only the respect of really listening to C's presentation, but also gives positive reinforcement by stating his agreement with speaker C.",2021-04-09 18:43:32.070265+00:00
978,ES2009b,474.52,A,Great.,POSITIVE,2,Being positive,"""Great"" is A complimenting C on his presentation and giving his confidence a boost. Good for morale and building confidence and a feeling of safety in everyone who yas yet to speak.",2021-04-09 18:45:14.787930+00:00
978,ES2009b,474.79,A,Thanks for that Ron.,POSITIVE,10,Being respectful,"""Thanks for that Ron"" is respectful in the courtesy of acknowledging Ron's presentation and that A finds no fault that he feels he should speak of, if any at all.",2021-04-09 18:46:32.485325+00:00
978,ES2009b,484.18,D,Thank you.,POSITIVE,15,Being respectful,Being polite and respectful by thanking a teammate for helping you out lets them know they re appreciated and spreads good feelings through a group working together on a project.,2021-04-09 18:48:24.830974+00:00
135,ES2009b,251.24,D,Fine.,NEGATIVE,3,Dismissing others,You didn't sound like you were really considering what the previous respondent had to say.,2021-04-09 18:48:57.316427+00:00
135,ES2009b,291.83,A,Thank you very much Nathan.,POSITIVE,11,Showing Appreciation,You expressed appreciation to Nathan for his presentation and referred to him by name.,2021-04-09 18:49:59.126215+00:00
135,ES2009b,325.04,A,"Um hit function F_ eight real quickly, hold down",POSITIVE,1,Being Helpful,You were giving directions to the next presenter on how to hook up his presentation.,2021-04-09 18:50:47.188304+00:00
135,ES2009b,391.46,C,quite uh intelligent and know know what a normal remote control does.,NEGATIVE,2,Being sarcastic,You discouraged questions by saying that anyone with intelligence would know what the functions are.,2021-04-09 18:52:03.060964+00:00
135,ES2009b,474.79,A,Thanks for that Ron.,POSITIVE,10,Being Thankful,You showed Ron that you appreciated his presentation by saying Thank You.,2021-04-09 18:53:20.540485+00:00
135,ES2009b,483.32,D,Oh that would be perfect.,POSITIVE,13,Being Thankful,You accepted the offer of help and expressed your gratitude enthusiastically.,2021-04-09 18:54:22.279925+00:00
654,ES2009b,244.5,B,"Um personal preferences, I really think that we should use plastic as opposed to metal, um, the company simply can't afford this kinds of lawsuits which adm admittedly is gonna come at the cost of a certain aesthetic value, 'cause we were thinking",POSITIVE,5,Being helpful,"While what they're discussing isn't very positive, it's very constructive and helpful for the group and their project.",2021-04-09 19:11:13.700341+00:00
654,ES2009b,272.56,D,"It needs, yeah.",POSITIVE,1,Being agreeable,They're supporting a point another group member mentioned which is helpful.,2021-04-09 19:11:32.395703+00:00
654,ES2009b,291.83,A,Thank you very much Nathan.,POSITIVE,11,Being respectful,They're thanking a person in the group for doing their presentation which is considerate and make this person more likely to share again in the future.,2021-04-09 19:12:13.858595+00:00
654,ES2009b,293.78,A,Um if next we can have the um User Interface Developer go ahead and make a brief presentation that'd be great as well.,POSITIVE,2,Being respectful,They're kindly asking the next person to start their presentation.,2021-04-09 19:12:32.322502+00:00
654,ES2009b,344.07,A,Sweet.,POSITIVE,3,Being positive,They're being upbeat about the process of the presentation starting which is supportive.,2021-04-09 19:12:57.563681+00:00
1440,ES2009b,301.264,C,<sound: cough>,NEGATIVE,1,Causing annoyance,He should not cough on a highly sensitive topic like this,2021-04-10 17:00:53.174087+00:00
1440,ES2009b,290.59,A,Great.,POSITIVE,2,Being positive,Ackmnowledging others work is a great positive thought and is considered to be nice.,2021-04-10 17:03:20.944777+00:00
1440,ES2009b,474.79,A,Thanks for that Ron.,POSITIVE,10,Being respectful,thanking and greeting others is considered to be one of the most respectful way of treating others.,2021-04-10 17:05:04.679910+00:00
1440,ES2009b,484.18,D,Thank you.,POSITIVE,15,Being respectful,thanking and greeting others is considered to be one of the most respectful way of treating others,2021-04-10 17:05:22.374925+00:00
1440,ES2009b,612.46,A,Thank you Sarah.,POSITIVE,14,Being positive,thanking and greeting others is considered to be one of the most respectful way of treating others,2021-04-10 17:05:54.586827+00:00
1279,ES2009b,244.5,B,"Um personal preferences, I really think that we should use plastic as opposed to metal, um, the company simply can't afford this kinds of lawsuits which adm admittedly is gonna come at the cost of a certain aesthetic value, 'cause we were thinking",NEGATIVE,1,Dismissing others,Dismissing the whole idea of using metal instead of considering it,2021-04-10 19:45:59.419622+00:00
1279,ES2009b,244.5,B,"Um personal preferences, I really think that we should use plastic as opposed to metal, um, the company simply can't afford this kinds of lawsuits which adm admittedly is gonna come at the cost of a certain aesthetic value, 'cause we were thinking",POSITIVE,5,Being respectful,Telling the others that metal might not be the best since it can cause problems,2021-04-10 19:46:48.399952+00:00
